Borough,CONDOMINIUMS COMPARABLE PROPERTIES Boro-Block-Lot,CONDOMINIUMS COMPARABLE PROPERTIES Condo Section,CONDOMINIUMS COMPARABLE PROPERTIES Address,CONDOMINIUMS COMPARABLE PROPERTIES Neighborhood,CONDOMINIUMS COMPARABLE PROPERTIES Building Classification,CONDOMINIUMS COMPARABLE PROPERTIES Total Units,CONDOMINIUMS COMPARABLE PROPERTIES Year Built,CONDOMINIUMS COMPARABLE PROPERTIES Gross SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Estimated Gross Income,CONDOMINIUMS COMPARABLE PROPERTIES Gross Income per SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Estimated Expense,CONDOMINIUMS COMPARABLE PROPERTIES Expense per SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Net Operating Income,CONDOMINIUMS COMPARABLE PROPERTIES Full Market Value,CONDOMINIUMS COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Condo in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Condo in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Condo in miles
Manhattan,1-00795-7501,1552-R1,121 WEST 19 STREET,CHELSEA,R4-CONDOMINIUM,67,1903,120050,5800816,48.32,1559450,12.99,4241366,31818001,265.04,1-00902-0049,220 EAST 22 STREET,GRAMERCY,D9-ELEVATOR,123,1930,77275,4258943,55.11,1022560,13.23,3236383,24143000,312.43,0.73,1-00878-0004,295 PARK AVENUE SOUTH,GRAMERCY,D9-ELEVATOR,190,1900,145299,7020404,48.32,1887171,12.99,5133233,38509000,265.03,0.53,1-00927-0038,320 EAST 22 STREET,KIPS BAY,D9-ELEVATOR,94,1948,"67,048","2,481,933",37.02,"421,819",6.29,"2,060,114","15,162,000",226.14,0.87
Manhattan,1-00796-7502,0781-R1,121 WEST 20 STREET,CHELSEA,R4-CONDOMINIUM,28,1875,41294,1644740,39.83,477772,11.57,1166968,8821002,213.61,1-00411-0058,149 ESSEX STREET,LOWER EAST SIDE,D5-ELEVATOR,25,1910,30870,1417275,45.91,285857,9.26,1131418,8509000,275.64,1.52,1-00469-0030,223 2 AVENUE,EAST VILLAGE,D9-ELEVATOR,75,1925,63158,2515280,39.83,730891,11.57,1784389,13488000,213.56,0.8,1-00927-0038,320 EAST 22 STREET,KIPS BAY,D9-ELEVATOR,94,1948,"67,048","2,481,933",37.02,"421,819",6.29,"2,060,114","15,162,000",226.14,0.87
Manhattan,1-00796-7503,1116-R1,129 WEST 20 STREET,CHELSEA,R4-CONDOMINIUM,15,1905,32085,1277946,39.83,371223,11.57,906723,6854000,213.62,1-00411-0058,149 ESSEX STREET,LOWER EAST SIDE,D5-ELEVATOR,25,1910,30870,1417275,45.91,285857,9.26,1131418,8509000,275.64,1.52,1-00469-0030,223 2 AVENUE,EAST VILLAGE,D9-ELEVATOR,75,1925,63158,2515280,39.83,730891,11.57,1784389,13488000,213.56,0.8,1-00449-0017,56 ST MARK'S PLACE,EAST VILLAGE,D1-ELEVATOR,24,2005,"16,454","645,820",39.25,"219,661",13.35,"426,159","3,223,000",195.88,1.07
Manhattan,1-00796-7504,1437-R1,655 6 AVENUE,CHELSEA,R4-CONDOMINIUM,49,1900,84890,4101885,48.32,1102721,12.99,2999164,20680008,243.61,1-00878-0004,295 PARK AVENUE SOUTH,GRAMERCY,D9-ELEVATOR,190,1900,145299,7020404,48.32,1887171,12.99,5133233,38509000,265.03,0.52,1-00902-0049,220 EAST 22 STREET,GRAMERCY,D9-ELEVATOR,123,1930,77275,4258943,55.11,1022560,13.23,3236383,24143000,312.43,0.73,1-00469-0030,223 2 AVENUE,EAST VILLAGE,D9-ELEVATOR,75,1925,"63,158","2,515,280",39.83,"730,891",11.57,"1,784,389","13,488,000",213.56,0.80
Manhattan,1-00797-7502,1122-R1,126 WEST 22 STREET,CHELSEA,R4-CONDOMINIUM,22,1911,58449,2267237,38.79,616637,10.55,1650600,12487002,213.64,1-00771-0001,216 8 AVENUE,CHELSEA,D7-ELEVATOR,39,1910,32325,1495900,46.28,374047,11.57,1121853,8434000,260.91,0.17,1-00773-0056,220 WEST 24 STREET,CHELSEA,D1-ELEVATOR,118,1930,57207,1547467,27.05,606381,10.6,941086,6793000,118.74,0.2,1-00791-0078,91 7 AVENUE,CHELSEA,D9-ELEVATOR,69,1920,"62,400","2,420,692",38.79,"658,186",10.55,"1,762,506","13,333,000",213.67,0.27
Manhattan,1-00797-7505,1372-R1,146 WEST 22 STREET,CHELSEA,R4-CONDOMINIUM,13,2003,37035,1366592,36.9,395534,10.68,971058,6661653,179.87,1-00797-0074,160 WEST 22 STREET,CHELSEA,D1-ELEVATOR,49,2000,41423,1317459,31.81,240635,5.81,1076824,6446000,155.61,0,1-00798-0054,118 WEST 23 STREET,CHELSEA,D7-ELEVATOR,44,1987,48539,1791251,36.9,518559,10.68,1272692,9370000,193.04,0.05,1-00819-0020,31 WEST 17 STREET,FLATIRON,D7-ELEVATOR,14,2005,"27,600","1,050,343",38.06,"249,180",9.03,"801,163","6,064,000",219.71,0.25
Manhattan,1-00798-7502,0177-R1,215 7 AVENUE,CHELSEA,R4-CONDOMINIUM,120,1973,80000,3648800,45.61,624000,7.8,3024800,22750980,284.39,1-00798-0066,142 WEST 23 STREET,CHELSEA,D9-ELEVATOR,70,1989,48680,2220338,45.61,379804,7.8,1840534,13844000,284.39,0,1-00902-0049,220 EAST 22 STREET,GRAMERCY,D9-ELEVATOR,123,1930,77275,4258943,55.11,1022560,13.23,3236383,24143000,312.43,0.73,1-00927-0038,320 EAST 22 STREET,KIPS BAY,D9-ELEVATOR,94,1948,"67,048","2,481,933",37.02,"421,819",6.29,"2,060,114","15,162,000",226.14,0.87
Manhattan,1-00798-7505,1845-R1,125 WEST 22 STREET,CHELSEA,R4-CONDOMINIUM,33,2006,66937,2795958,41.77,589715,8.81,2206243,16653002,248.79,1-00717-0077,460 WEST 20 STREET,CHELSEA,D7-ELEVATOR,75,1999,68260,3221669,47.2,718653,10.53,2503016,18806000,275.51,0.53,1-00843-0003,75 5 AVENUE,FLATIRON,D6-ELEVATOR,74,1984,63255,2641970,41.77,557246,8.81,2084724,13200000,208.68,0.46,1-00819-0059,30 WEST 18 STREET,FLATIRON,D7-ELEVATOR,100,2005,"98,690","3,824,599",38.75,"1,010,469",10.24,"2,814,130","21,289,000",215.72,0.29
Manhattan,1-00798-7506,1869-R1,133 WEST 22 STREET,CHELSEA,R4-CONDOMINIUM,99,2008,112888,4266038,37.79,856820,7.59,3409218,25807998,228.62,1-00819-0059,30 WEST 18 STREET,FLATIRON,D7-ELEVATOR,100,2005,98690,3824599,38.75,1010469,10.24,2814130,21289000,215.72,0.29,1-00775-0046,220 WEST 26 STREET,CHELSEA,D6-ELEVATOR,129,2000,136477,5157621,37.79,1035252,7.59,4122369,31206000,228.65,0.22,1-00796-0048,120 WEST 21 STREET,CHELSEA,D8-ELEVATOR,213,2000,"174,621","5,099,743",29.20,"1,242,281",7.11,"3,857,462","22,220,000",127.25,0.09
Manhattan,1-00800-7501,0970-R1,245 7 AVENUE,CHELSEA,R4-CONDOMINIUM,33,1911,75929,3472233,45.73,981003,12.92,2491230,18736999,246.77,1-00771-0001,216 8 AVENUE,CHELSEA,D7-ELEVATOR,39,1910,32325,1495900,46.28,374047,11.57,1121853,8434000,260.91,0.23,1-00818-0010,43 WEST 16 STREET,FLATIRON,D9-ELEVATOR,95,1911,64049,2928925,45.73,827202,12.92,2101723,15807000,246.8,0.42,1-00775-0009,245 WEST 25 STREET,CHELSEA,D1-ELEVATOR,68,1938,"36,500","1,298,417",35.57,"433,392",11.87,"865,025","6,393,000",175.15,0.18
Manhattan,1-00800-7502,1221-R1,108 WEST 25 STREET,CHELSEA,R4-CONDOMINIUM,10,1913,27100,1254188,46.28,313547,11.57,940641,6639000,244.98,1-00794-0062,140 WEST 19 STREET,CHELSEA,D7-ELEVATOR,26,1920,18714,885244,47.3,179621,9.6,705623,5301000,283.26,0.28,1-00771-0001,216 8 AVENUE,CHELSEA,D7-ELEVATOR,39,1910,32325,1495900,46.28,374047,11.57,1121853,8434000,260.91,0.23,1-00827-0063,28 WEST 26 STREET,FLATIRON,D9-ELEVATOR,32,1925,"14,217","442,971",31.16,"105,323",7.41,"337,648","2,521,000",177.32,0.16
Manhattan,1-00801-7502,1195-R1,150 WEST 26 STREET,CHELSEA,R4-CONDOMINIUM,25,1922,48276,1922833,39.83,558553,11.57,1364280,10313002,213.63,1-00902-0049,220 EAST 22 STREET,GRAMERCY,D9-ELEVATOR,123,1930,77275,4258943,55.11,1022560,13.23,3236383,24143000,312.43,0.75,1-00469-0030,223 2 AVENUE,EAST VILLAGE,D9-ELEVATOR,75,1925,63158,2515280,39.83,730891,11.57,1784389,13488000,213.56,0.93,1-00927-0038,320 EAST 22 STREET,KIPS BAY,D9-ELEVATOR,94,1948,"67,048","2,481,933",37.02,"421,819",6.29,"2,060,114","15,162,000",226.14,0.89
Manhattan,1-00802-7501,0848-R1,144 WEST 27 STREET,CHELSEA,R4-CONDOMINIUM,24,1911,70181,3121651,44.48,1158688,16.51,1962963,14777002,210.56,1-00850-0064,12 EAST 22 STREET,FLATIRON,D5-ELEVATOR,87,1911,78646,3548932,45.13,962364,12.24,2586568,19463000,247.48,0.46,1-00858-0014,80 MADISON AVENUE,MURRAY HILL,D6-ELEVATOR,61,1923,60110,2673759,44.48,992660,16.51,1681099,12655000,210.53,0.34,1-00773-0027,225 WEST 23 STREET,CHELSEA,D7-ELEVATOR,138,1930,"66,524","1,845,723",27.75,"689,397",10.36,"1,156,326","8,330,000",125.22,0.22
Manhattan,1-00802-7502,1126-R1,291 7 AVENUE,CHELSEA,R4-CONDOMINIUM,8,1905,28339,1128742,39.83,327882,11.57,800860,5672000,200.15,1-00902-0049,220 EAST 22 STREET,GRAMERCY,D9-ELEVATOR,123,1930,77275,4258943,55.11,1022560,13.23,3236383,24143000,312.43,0.77,1-00469-0030,223 2 AVENUE,EAST VILLAGE,D9-ELEVATOR,75,1925,63158,2515280,39.83,730891,11.57,1784389,13488000,213.56,0.96,1-00927-0038,320 EAST 22 STREET,KIPS BAY,D9-ELEVATOR,94,1948,"67,048","2,481,933",37.02,"421,819",6.29,"2,060,114","15,162,000",226.14,0.90
Manhattan,1-00803-7501,0766-R1,315 7 AVENUE,CHELSEA,R4-CONDOMINIUM,93,1926,94649,4364265,46.11,1160397,12.26,3203868,24090997,254.53,1-00753-0056,324 WEST 30 STREET,CHELSEA,D5-ELEVATOR,224,1928,147888,7748139,52.39,1863168,12.6,5884971,17380000,117.52,0.35,1-00850-0039,268 PARK AVENUE SOUTH,FLATIRON,D6-ELEVATOR,77,1927,99750,4599769,46.11,1223201,12.26,3376568,25390000,254.54,0.49,1-00858-0014,80 MADISON AVENUE,MURRAY HILL,D6-ELEVATOR,61,1923,"60,110","2,673,759",44.48,"992,660",16.51,"1,681,099","12,655,000",210.53,0.33
Manhattan,1-00804-7502,1198-R1,111 WEST 28 STREET,FASHION,R4-CONDOMINIUM,10,1920,14295,495322,34.65,173541,12.14,321781,2386000,166.91,1-00886-0063,171 LEXINGTON AVENUE,MURRAY HILL,D9-ELEVATOR,41,2002,42000,439726,10.47,258759,6.16,180967,1124000,26.76,0.62,1-00927-0038,320 EAST 22 STREET,KIPS BAY,D9-ELEVATOR,94,1948,67048,2481933,37.02,421819,6.29,2060114,15162000,226.14,0.93,1-00935-0053,312 EAST 30 STREET,KIPS BAY,D9-ELEVATOR,67,1986,"47,820","1,656,890",34.65,"580,343",12.14,"1,076,547","7,971,000",166.69,0.87
Manhattan,1-00807-7502,2199-R1,885 AVENUE OF THE AMERICA,FASHION,RR-CONDOMINIUM,337,2008,345294,9744197,28.22,2686387,7.78,7057810,50963000,147.59,1-00832-0066,1226 BROADWAY,FASHION,D9-ELEVATOR,265,1969,133394,4268935,32,1887923,14.15,2381012,17750000,133.06,0.22,1-00775-0017,231 WEST 25 STREET,CHELSEA,D1-ELEVATOR,69,1961,50029,1411784,28.22,389006,7.78,1022778,7359000,147.09,0.34,1-00754-0031,313 WEST 30 STREET,FASHION,D1-ELEVATOR,47,1987,"31,512","840,909",26.69,"343,710",10.91,"497,199","3,595,000",114.08,0.34
Manhattan,1-00816-7503,1965-R1,50 WEST 15 STREET,FLATIRON,R4-CONDOMINIUM,47,2008,66363,2771983,41.77,584658,8.81,2187325,16511002,248.8,1-00843-0003,75 5 AVENUE,FLATIRON,D6-ELEVATOR,74,1984,63255,2641970,41.77,557246,8.81,2084724,13200000,208.68,0.16,1-00818-0010,43 WEST 16 STREET,FLATIRON,D9-ELEVATOR,95,1911,64049,2928925,45.73,827202,12.92,2101723,15807000,246.8,0.1,1-00791-0078,91 7 AVENUE,CHELSEA,D9-ELEVATOR,69,1920,"62,400","2,420,692",38.79,"658,186",10.55,"1,762,506","13,333,000",213.67,0.19
Manhattan,1-00817-7501,0359-R1,108 5 AVENUE,FLATIRON,R4-CONDOMINIUM,51,1986,64600,2503250,38.75,661504,10.24,1841746,13933001,215.68,1-00843-0003,75 5 AVENUE,FLATIRON,D6-ELEVATOR,74,1984,63255,2641970,41.77,557246,8.81,2084724,13200000,208.68,0.15,1-00819-0059,30 WEST 18 STREET,FLATIRON,D7-ELEVATOR,100,2005,98690,3824599,38.75,1010469,10.24,2814130,21289000,215.72,0.09,1-00819-0020,31 WEST 17 STREET,FLATIRON,D7-ELEVATOR,14,2005,"27,600","1,050,343",38.06,"249,180",9.03,"801,163","6,064,000",219.71,0.09
Manhattan,1-00819-7501,0109-R1,12 WEST 18 STREET,FLATIRON,R4-CONDOMINIUM,15,1910,28804,1284370,44.59,381941,13.26,902429,6793005,235.84,1-00819-0020,31 WEST 17 STREET,FLATIRON,D7-ELEVATOR,14,2005,27600,1050343,38.06,249180,9.03,801163,6064000,219.71,0,1-00818-0019,27 WEST 16 STREET,FLATIRON,D5-ELEVATOR,63,1907,41300,1841747,44.59,547499,13.26,1294248,9742000,235.88,0.05,1-00818-0010,43 WEST 16 STREET,FLATIRON,D9-ELEVATOR,95,1911,"64,049","2,928,925",45.73,"827,202",12.92,"2,101,723","15,807,000",246.80,0.05
Manhattan,1-00819-7502,1330-R1,63 WEST 17 STREET,FLATIRON,R4-CONDOMINIUM,17,1961,38359,1498686,39.07,423867,11.05,1074819,8129000,211.92,1-00792-0008,151 WEST 16 STREET,CHELSEA,D3-ELEVATOR,76,1962,43770,1710297,39.07,483841,11.05,1226456,9276000,211.93,0.18,1-00818-0019,27 WEST 16 STREET,FLATIRON,D5-ELEVATOR,63,1907,41300,1841747,44.59,547499,13.26,1294248,9742000,235.88,0.05,1-00793-0001,119 7 AVENUE,CHELSEA,D7-ELEVATOR,59,1950,"53,123","1,235,522",23.26,"380,466",7.16,"855,056","6,239,000",117.44,0.18
Manhattan,1-00819-7503,1693-R1,32 WEST 18 STREET,FLATIRON,R4-CONDOMINIUM,21,1908,69315,3090756,44.59,919117,13.26,2171639,16346998,235.84,1-00818-0010,43 WEST 16 STREET,FLATIRON,D9-ELEVATOR,95,1911,64049,2928925,45.73,827202,12.92,2101723,15807000,246.8,0.05,1-00818-0019,27 WEST 16 STREET,FLATIRON,D5-ELEVATOR,63,1907,41300,1841747,44.59,547499,13.26,1294248,9742000,235.88,0.05,1-00791-0078,91 7 AVENUE,CHELSEA,D9-ELEVATOR,69,1920,"62,400","2,420,692",38.79,"658,186",10.55,"1,762,506","13,333,000",213.67,0.20
Manhattan,1-00820-7501,0632-R1,140 5 AVENUE,FLATIRON,R9-CONDOMINIUM,21,1901,35253,1612120,45.73,455469,12.92,1156651,8250000,234.02,1-00818-0019,27 WEST 16 STREET,FLATIRON,D5-ELEVATOR,63,1907,41300,1841747,44.59,547499,13.26,1294248,9742000,235.88,0.09,1-00818-0010,43 WEST 16 STREET,FLATIRON,D9-ELEVATOR,95,1911,64049,2928925,45.73,827202,12.92,2101723,15807000,246.8,0.09,1-00821-0040,146 5 AVENUE,FLATIRON,D9-ELEVATOR,25,1935,"14,110","658,379",46.66,"157,061",11.13,"501,318","3,768,000",267.04,0.04
Manhattan,1-00820-7504,1659-R1,16 WEST 19 STREET,FLATIRON,R4-CONDOMINIUM,57,1906,62219,2903139,46.66,460421,7.4,2442718,18358996,295.07,1-00794-0062,140 WEST 19 STREET,CHELSEA,D7-ELEVATOR,26,1920,18714,885244,47.3,179621,9.6,705623,5301000,283.26,0.18,1-00821-0040,146 5 AVENUE,FLATIRON,D9-ELEVATOR,25,1935,14110,658379,46.66,157061,11.13,501318,3768000,267.04,0.04,1-00818-0010,43 WEST 16 STREET,FLATIRON,D9-ELEVATOR,95,1911,"64,049","2,928,925",45.73,"827,202",12.92,"2,101,723","15,807,000",246.80,0.09
Manhattan,1-00821-7503,1709-R1,650 6 AVENUE,FLATIRON,R4-CONDOMINIUM,67,1906,95000,4344350,45.73,1227400,12.92,3116950,22110014,232.74,1-00818-0010,43 WEST 16 STREET,FLATIRON,D9-ELEVATOR,95,1911,64049,2928925,45.73,827202,12.92,2101723,15807000,246.8,0.13,1-00850-0064,12 EAST 22 STREET,FLATIRON,D5-ELEVATOR,87,1911,78646,3548932,45.13,962364,12.24,2586568,19463000,247.48,0.23,1-00850-0039,268 PARK AVENUE SOUTH,FLATIRON,D6-ELEVATOR,77,1927,"99,750","4,599,769",46.11,"1,223,201",12.26,"3,376,568","25,390,000",254.54,0.23
Manhattan,1-00822-7503,1226-R1,9 WEST 20 STREET,FLATIRON,R4-CONDOMINIUM,11,1910,28333,1322018,46.66,209664,7.4,1112354,8339999,294.36,1-00821-0040,146 5 AVENUE,FLATIRON,D9-ELEVATOR,25,1935,14110,658379,46.66,157061,11.13,501318,3768000,267.04,0.05,1-00846-0001,97 5 AVENUE,FLATIRON,D9-ELEVATOR,29,1900,22503,1188993,52.84,280294,12.46,908699,6795000,301.96,0.2,1-00794-0062,140 WEST 19 STREET,CHELSEA,D7-ELEVATOR,26,1920,"18,714","885,244",47.30,"179,621",9.60,"705,623","5,301,000",283.26,0.20
Manhattan,1-00822-7504,1726-R1,15 WEST 20 STREET,FLATIRON,R4-CONDOMINIUM,17,1906,41659,1905066,45.73,538234,12.92,1366832,10279999,246.77,1-00821-0040,146 5 AVENUE,FLATIRON,D9-ELEVATOR,25,1935,14110,658379,46.66,157061,11.13,501318,3768000,267.04,0.05,1-00818-0010,43 WEST 16 STREET,FLATIRON,D9-ELEVATOR,95,1911,64049,2928925,45.73,827202,12.92,2101723,15807000,246.8,0.18,1-00846-0001,97 5 AVENUE,FLATIRON,D9-ELEVATOR,29,1900,"22,503","1,188,993",52.84,"280,294",12.46,"908,699","6,795,000",301.96,0.20
Manhattan,1-00823-7502,1094-R1,170 5 AVENUE,FLATIRON,R4-CONDOMINIUM,11,1904,32641,1455462,44.59,432820,13.26,1022642,7698001,235.84,1-00818-0019,27 WEST 16 STREET,FLATIRON,D5-ELEVATOR,63,1907,41300,1841747,44.59,547499,13.26,1294248,9742000,235.88,0.22,1-00821-0040,146 5 AVENUE,FLATIRON,D9-ELEVATOR,25,1935,14110,658379,46.66,157061,11.13,501318,3768000,267.04,0.09,1-00846-0001,97 5 AVENUE,FLATIRON,D9-ELEVATOR,29,1900,"22,503","1,188,993",52.84,"280,294",12.46,"908,699","6,795,000",301.96,0.23
Manhattan,1-00823-7503,1215-R1,31 WEST 21 STREET,FLATIRON,R4-CONDOMINIUM,11,1910,58439,2637352,45.13,715293,12.24,1922059,14461999,247.47,1-00818-0010,43 WEST 16 STREET,FLATIRON,D9-ELEVATOR,95,1911,64049,2928925,45.73,827202,12.92,2101723,15807000,246.8,0.22,1-00850-0064,12 EAST 22 STREET,FLATIRON,D5-ELEVATOR,87,1911,78646,3548932,45.13,962364,12.24,2586568,19463000,247.48,0.21,1-00821-0040,146 5 AVENUE,FLATIRON,D9-ELEVATOR,25,1935,"14,110","658,379",46.66,"157,061",11.13,"501,318","3,768,000",267.04,0.09
Manhattan,1-00824-7501,1802-R1,186 5 AVENUE,FLATIRON,R4-CONDOMINIUM,4,1883,9599,343260,35.76,105493,10.99,237767,1652000,172.1,1-00821-0040,146 5 AVENUE,FLATIRON,D9-ELEVATOR,25,1935,14110,658379,46.66,157061,11.13,501318,3768000,267.04,0.14,1-00828-0063,26 WEST 27 STREET,FLATIRON,D8-ELEVATOR,27,1925,13825,494396,35.76,151971,10.99,342425,2530000,183,0.2,1-00850-0062,20 EAST 22 STREET,FLATIRON,D9-ELEVATOR,23,1925,"10,512","476,194",45.30,"138,233",13.15,"337,961","2,543,000",241.91,0.22
Manhattan,1-00833-7502,1429-R1,9 WEST 31 STREET,FASHION,RR-CONDOMINIUM,283,2004,243948,9964000,40.84,2685000,11.01,7279000,51555000,211.34,1-00801-0034,103 WEST 25 STREET,CHELSEA,D6-ELEVATOR,228,2001,227896,10429500,45.76,2724420,11.95,7705080,57950000,254.28,0.36,1-00858-0008,7 EAST 28 STREET,MURRAY HILL,D8-ELEVATOR,398,1998,388946,17246259,44.34,4095557,10.53,13150702,99011000,254.56,0.19,1-01033-0009,349 WEST 42 STREET,MIDTOWN WEST,D8-ELEVATOR,272,2003,"230,000","10,585,081",46.02,"3,013,964",13.10,"7,571,117","56,934,000",247.54,0.76
Manhattan,1-00839-7502,1464-R2,66 WEST 38 STREET,FASHION,RR-CONDOMINIUM,75,1984,48861,612000,12.53,351000,7.18,261000,1562000,31.97,1-00862-0009,9 EAST 32 STREET,MURRAY HILL,D9-ELEVATOR,77,1930,39740,1827000,45.97,495256,12.46,1331744,10015000,252.01,0.29,1-00999-0054,150 WEST 47 STREET,MIDTOWN WEST,D6-ELEVATOR,105,1979,66182,2563756,38.74,681559,10.3,1882197,14239000,215.15,0.48,1-00865-0032,20 PARK AVENUE,MURRAY HILL,D7-ELEVATOR,102,1939,"101,306","3,485,232",34.40,"1,145,125",11.30,"2,340,107","17,335,000",171.12,0.25
Manhattan,1-00842-7501,0690-R1,69 5 AVENUE,FLATIRON,R9-CONDOMINIUM,153,1961,158565,6623260,41.77,1396958,8.81,5226302,37650000,237.44,1-00843-0003,75 5 AVENUE,FLATIRON,D6-ELEVATOR,74,1984,63255,2641970,41.77,557246,8.81,2084724,13200000,208.68,0.05,1-00819-0059,30 WEST 18 STREET,FLATIRON,D7-ELEVATOR,100,2005,98690,3824599,38.75,1010469,10.24,2814130,21289000,215.72,0.21,1-00873-0015,51 IRVING PLACE,GRAMERCY,D9-ELEVATOR,58,1969,"42,476","1,964,306",46.25,"624,548",14.70,"1,339,758","10,073,000",237.15,0.23
Manhattan,1-00843-7501,0859-R1,73 5 AVENUE,FLATIRON,R9-CONDOMINIUM,17,1907,46424,1947023,41.94,810099,17.45,1136924,8327000,179.37,1-00818-0019,27 WEST 16 STREET,FLATIRON,D5-ELEVATOR,63,1907,41300,1841747,44.59,547499,13.26,1294248,9742000,235.88,0.16,1-00570-0008,6 EAST 13 STREET,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,54,1900,49408,1949681,39.46,500971,10.14,1448710,10954000,221.7,0.16,1-00846-0041,220 PARK AVENUE SOUTH,FLATIRON,D5-ELEVATOR,36,1900,"33,638","1,410,829",41.94,"586,952",17.45,"823,877","6,218,000",184.85,0.13
Manhattan,1-00844-7503,1492-R1,13 EAST 16 STREET,FLATIRON,R4-CONDOMINIUM,3,1910,6202,260112,41.94,108225,17.45,151887,1077000,173.65,1-00846-0001,97 5 AVENUE,FLATIRON,D9-ELEVATOR,29,1900,22503,1188993,52.84,280294,12.46,908699,6795000,301.96,0.04,1-00846-0041,220 PARK AVENUE SOUTH,FLATIRON,D5-ELEVATOR,36,1900,33638,1410829,41.94,586952,17.45,823877,6218000,184.85,0.1,1-00818-0019,27 WEST 16 STREET,FLATIRON,D5-ELEVATOR,63,1907,"41,300","1,841,747",44.59,"547,499",13.26,"1,294,248","9,742,000",235.88,0.15
Manhattan,1-00846-7502,1911-R1,7 EAST 17 STREET,FLATIRON,R4-CONDOMINIUM,14,1903,36638,1536598,41.94,639333,17.45,897265,6772000,184.84,1-00846-0001,97 5 AVENUE,FLATIRON,D9-ELEVATOR,29,1900,22503,1188993,52.84,280294,12.46,908699,6795000,301.96,0,1-00846-0041,220 PARK AVENUE SOUTH,FLATIRON,D5-ELEVATOR,36,1900,33638,1410829,41.94,586952,17.45,823877,6218000,184.85,0.1,1-00818-0019,27 WEST 16 STREET,FLATIRON,D5-ELEVATOR,63,1907,"41,300","1,841,747",44.59,"547,499",13.26,"1,294,248","9,742,000",235.88,0.15
Manhattan,1-00848-7501,0179-R1,47 EAST 19 STREET,FLATIRON,R4-CONDOMINIUM,1,1920,1800,65178,36.21,17928,9.96,47250,328000,182.22,1-00850-0062,20 EAST 22 STREET,FLATIRON,D9-ELEVATOR,23,1925,10512,476194,45.3,138233,13.15,337961,2543000,241.91,0.09,1-00850-0018,19 EAST 21 STREET,FLATIRON,D8-ELEVATOR,21,1925,12844,465136,36.21,127888,9.96,337248,2487000,193.63,0.09,1-00875-0040,226 3 AVENUE,GRAMERCY,D7-ELEVATOR,22,1912,"12,816","543,863",42.44,"174,891",13.65,"368,972","2,784,000",217.23,0.20
Manhattan,1-00848-7503,1324-R1,42 EAST 20 STREET,FLATIRON,R4-CONDOMINIUM,22,1910,45692,2062080,45.13,559270,12.24,1502810,11308000,247.48,1-00875-0003,239 PARK AVENUE SOUTH,GRAMERCY,D9-ELEVATOR,46,1911,51122,2043866,39.98,582257,11.39,1461609,11047000,216.09,0.11,1-00850-0064,12 EAST 22 STREET,FLATIRON,D5-ELEVATOR,87,1911,78646,3548932,45.13,962364,12.24,2586568,19463000,247.48,0.09,1-00875-0079,245 PARK AVENUE SOUTH,GRAMERCY,D8-ELEVATOR,63,1940,"44,713","2,368,850",52.98,"737,360",16.49,"1,631,490","12,198,000",272.81,0.11
